"name","genre","creative.type","production.method","revenue.inf"
"Along Came a Spider","Thriller/Suspense","Contemporary Fiction","Live Action",109.517901
"Porky's","Comedy","Historical Fiction","Live Action",299.283144
"Race to Witch Mountain","Adventure","Science Fiction","Live Action",74.964616
"Cinderella Man","Drama","Dramatization","Live Action",80.499956
"Chappie","Action","Science Fiction","Live Action",31.569268
"Made In America","Comedy","Contemporary Fiction","Live Action",78.099449
"Forgetting Sarah Marshall","Comedy","Contemporary Fiction","Live Action",73.642549
"The Campaign","Comedy","Contemporary Fiction","Live Action",91.384145
"Training Day","Drama","Contemporary Fiction","Live Action",112.77471
"Vicky Cristina Barcelona","Comedy","Contemporary Fiction","Live Action",27.045403
"Don't Say a Word","Thriller/Suspense","Contemporary Fiction","Live Action",81.327398
"The Tuxedo","Action","Science Fiction","Live Action",72.85433
"The Prestige","Thriller/Suspense","Historical Fiction","Live Action",67.803863
"The Graduate","Comedy","Contemporary Fiction","Live Action",728.169786
"Dragonheart","Adventure","Fantasy","Animation/Live Action",97.177876
"Under Siege 2: Dark Territory","Action","Contemporary Fiction","Live Action",96.210932
"Sanctum","Adventure","Dramatization","Live Action",24.49709
"Every Which Way but Loose","Comedy","Contemporary Fiction","Live Action",108.758809
"Eyes Wide Shut","Drama","Contemporary Fiction","Live Action",91.670743
"Gangster Squad","Drama","Dramatization","Live Action",47.358858
"Snake Eyes","Thriller/Suspense","Contemporary Fiction","Live Action",99.200361
"Saw","Horror","Contemporary Fiction","Live Action",75.172468
"Escape Plan","Thriller/Suspense","Contemporary Fiction","Live Action",25.877613
"Ouija","Horror","Fantasy","Live Action",52.100948
"Dawn of the Dead","Horror","Science Fiction","Live Action",79.483286
"Rugrats in Paris","Adventure","Kids Fiction","Hand Animation",118.404933
"Birdman or (The Unexpected Virtue of Ignorance)","Black Comedy","Fantasy","Live Action",42.962984
"Resident Evil","Horror","Science Fiction","Live Action",56.95102
"Gukjesijang","Drama","Contemporary Fiction","Live Action",2.308279
"T-Rex: Back to the Cretaceous","Adventure","Science Fiction","Live Action",83.309908
"Transcendence","Thriller/Suspense","Science Fiction","Live Action",23.58589
"Project X","Comedy","Contemporary Fiction","Live Action",57.550965
"Jimmy Neutron: Boy Genius","Adventure","Kids Fiction","Digital Animation",118.464803
"Blue Jasmine","Comedy","Contemporary Fiction","Live Action",34.38766
"My Bloody Valentine","Horror","Contemporary Fiction","Live Action",57.525286
"The Hitchhiker's Guide to the Galaxy","Comedy","Science Fiction","Animation/Live Action",66.619341
"The Cable Guy","Comedy","Contemporary Fiction","Live Action",113.912352
"Love and Other Drugs","Drama","Contemporary Fiction","Live Action",34.330208
"Driving Miss Daisy","Drama","Historical Fiction","Live Action",203.664958
"The Water Horse: Legend of the Deep","Drama","Fantasy","Live Action",48.212874
"Primal Fear","Thriller/Suspense","Contemporary Fiction","Live Action",106.069863
"Ghosts of Girlfriends Past","Romantic Comedy","Fantasy","Live Action",61.659028
"The Pineapple Express","Comedy","Contemporary Fiction","Live Action",101.817183
"Ladder 49","Action","Contemporary Fiction","Live Action",100.439816
"The Time Traveler's Wife","Drama","Science Fiction","Live Action",70.77097
"Butch Cassidy and the Sundance Kid","Western","Historical Fiction","Live Action",603.046121
"Mary Poppins","Musical","Fantasy","Animation/Live Action",920.7
"Zombieland","Comedy","Fantasy","Live Action",84.358761
"John Q","Drama","Contemporary Fiction","Live Action",102.322354
"Kung Fu Hustle","Action","Historical Fiction","Live Action",22.334801
"The Devil Inside","Horror","Fantasy","Live Action",56.005327
"Just Married","Romantic Comedy","Contemporary Fiction","Live Action",77.907851
"Timecop","Action","Science Fiction","Live Action",90.937439
"Miss Congeniality 2: Armed and Fabulous","Comedy","Contemporary Fiction","Live Action",63.293672
"Mars Attacks!","Comedy","Science Fiction","Live Action",70.65867
"Superman II","Adventure","Super Hero","Live Action",305.136569
"Scream 2","Horror","Contemporary Fiction","Live Action",184.170241
"Stir Crazy","Comedy","Contemporary Fiction","Live Action",101.3
"Little Man","Comedy","Contemporary Fiction","Live Action",74.493896
"Crash","Drama","Contemporary Fiction","Live Action",72.254151
"Guess Who","Comedy","Contemporary Fiction","Live Action",88.743327
"Paul","Comedy","Science Fiction","Live Action",39.488815
"Heaven is for Real","Drama","Dramatization","Live Action",93.623204
"Fight Club","Drama","Contemporary Fiction","Live Action",60.952977
"Courage Under Fire","Drama","Historical Fiction","Live Action",111.571916
"Just Like Heaven","Romantic Comedy","Contemporary Fiction","Live Action",63.057864
"Little Miss Sunshine","Comedy","Contemporary Fiction","Live Action",76.508689
"A Knights Tale","Adventure","Historical Fiction","Live Action",82.93689
"Up Close & Personal","Drama","Contemporary Fiction","Live Action",96.5479
"Vacation","Comedy","Contemporary Fiction","Live Action",58.851781
"Airport","Thriller/Suspense","Contemporary Fiction","Live Action",542.641413
"No se Aceptan Devoluciones","Comedy","Contemporary Fiction","Live Action",45.779891
"The Man From U.N.C.L.E.","Action","Historical Fiction","Live Action",45.434443
"Nine to Five","Comedy","Contemporary Fiction","Live Action",302.712274
"Any Given Sunday","Drama","Contemporary Fiction","Live Action",121.625566
"Hou hui wu qi","Drama","Contemporary Fiction","Live Action",0
"Zhi wo men zhong jiang shi qu de qing chun","Drama","Contemporary Fiction","Live Action",0
"The Good Shepherd","Drama","Dramatization","Live Action",75.230807
"Insidious","Horror","Fantasy","Live Action",57.005869
"Mad Max","Action","Science Fiction","Live Action",27.225836
"The Wild","Adventure","Contemporary Fiction","Digital Animation",47.771675
"Hellboy","Action","Super Hero","Live Action",79.661776
"Nacho Libre","Comedy","Contemporary Fiction","Live Action",102.482012
"Street Fighter","Action","Contemporary Fiction","Live Action",66.613499
"Hitman","Action","Contemporary Fiction","Live Action",48.260541
"Where the Wild Things Are","Adventure","Fantasy","Live Action",86.15575
"Justin Bieber: Never Say Never","Concert/Performance","Factual","Live Action",77.065118
"The Time Machine","Adventure","Science Fiction","Live Action",81.661261
"Kramer vs. Kramer","Drama","Contemporary Fiction","Live Action",354.341113
"Philomena","Drama","Contemporary Fiction","Live Action",38.731832
"Paycheck","Thriller/Suspense","Science Fiction","Live Action",74.053449
"Heaven Can Wait","Comedy","Fantasy","Live Action",98.8
"Les Visiteurs","Comedy","Fantasy","Live Action",0.659
"Bowfinger","Comedy","Contemporary Fiction","Live Action",109.345956
"Contraband","Action","Contemporary Fiction","Live Action",69.954686
"French Kiss","Romantic Comedy","Contemporary Fiction","Live Action",74.739337
"Evolution","Comedy","Contemporary Fiction","Live Action",56.654454
"Rush","Drama","Dramatization","Live Action",27.743118
"Fred Claus","Comedy","Contemporary Fiction","Live Action",87.570296
"Phone Booth","Thriller/Suspense","Contemporary Fiction","Live Action",64.632445
"Evil Dead","Horror","Fantasy","Live Action",55.841033
"Are We There Yet?","Romantic Comedy","Kids Fiction","Live Action",107.467042
"The Thin Red Line","Drama","Dramatization","Live Action",60.090364
"The Book of Life","Adventure","Fantasy","Digital Animation",51.364857
"Nanny McPhee and the Big Bang","Adventure","Kids Fiction","Live Action",30.776155
"Kick-Ass","Black Comedy","Contemporary Fiction","Live Action",50.99579
"42","Drama","Dramatization","Live Action",97.825237
"Once Upon a Time in Mexico","Action","Contemporary Fiction","Live Action",78.190314
"Inspector Gadget","Comedy","Kids Fiction","Live Action",160.41413
"The Rite","Horror","Dramatization","Live Action",34.881297
"Green Zone","Drama","Historical Fiction","Live Action",37.186194
"Enemy at the Gates","Drama","Historical Fiction","Live Action",76.005484
"The Hours","Drama","Historical Fiction","Live Action",57.758072
"Jarhead","Drama","Dramatization","Live Action",81.798713
"Star Trek VI: The Undiscovered Country","Action","Science Fiction","Live Action",129.021717
"My Sister's Keeper","Drama","Contemporary Fiction","Live Action",54.907459
"Red Eye","Thriller/Suspense","Contemporary Fiction","Live Action",75.562301
"Planes: Fire and Rescue","Adventure","Kids Fiction","Digital Animation",60.605898
"The Lucky One","Drama","Contemporary Fiction","Live Action",63.571129
"Di Renjie zhi shendu longwang","Adventure","Fantasy","Live Action",0.090371
"Christmas with the Kranks","Comedy","Contemporary Fiction","Live Action",99.311063
"13 Going On 30","Comedy","Contemporary Fiction","Live Action",77.014412
"8MM","Thriller/Suspense","Contemporary Fiction","Live Action",59.782064
"The Stepford Wives","Comedy","Contemporary Fiction","Live Action",80.162796
"Think Like a Man","Romantic Comedy","Contemporary Fiction","Live Action",96.262575
"The Manchurian Candidate","Thriller/Suspense","Historical Fiction","Live Action",88.887391
"The Tigger Movie","Adventure","Kids Fiction","Hand Animation",70.721721
"TMNT","Action","Science Fiction","Digital Animation",65.856081
"Dolphin Tale","Drama","Dramatization","Live Action",76.296358
"The 6th Day","Action","Science Fiction","Live Action",53.625326
"Scream 4","Horror","Contemporary Fiction","Live Action",40.299416
"Poltergeist","Horror","Fantasy","Live Action",47.425125
"Underworld","Action","Contemporary Fiction","Live Action",72.135288
"Shooter","Thriller/Suspense","Contemporary Fiction","Live Action",57.183137
"The Butterfly Effect","Thriller/Suspense","Science Fiction","Live Action",78.072397
"P.K.","Comedy","Fantasy","Live Action",10.858351
"Killers","Action","Contemporary Fiction","Live Action",49.922924
"Star Trek II: The Wrath of Khan","Adventure","Science Fiction","Live Action",223.864874
"Peter Pan","Adventure","Fantasy","Live Action",66.633997
"Harlem Nights","Comedy","Historical Fiction","Live Action",125.564924
"Old Dogs","Comedy","Contemporary Fiction","Live Action",55.108884
"40 Days and 40 Nights","Romantic Comedy","Contemporary Fiction","Live Action",54.656795
"Be Cool","Comedy","Contemporary Fiction","Live Action",72.873505
"HouseSitter","Comedy","Contemporary Fiction","Live Action",86.40967
"1941","Comedy","Historical Fiction","Live Action",34.175
"The Lovely Bones","Drama","Fantasy","Live Action",46.727894
"Riddick","Action","Science Fiction","Live Action",43.265727
"The Wedding Planner","Romantic Comedy","Contemporary Fiction","Live Action",89.320698
"Silent Hill","Horror","Contemporary Fiction","Live Action",60.037349
"Saat po long 2","Action","Contemporary Fiction","Live Action",0
"Predator","Action","Science Fiction","Live Action",120.032429
"Role Models","Comedy","Contemporary Fiction","Live Action",78.41812
"The Hundred-Foot Journey","Romantic Comedy","Contemporary Fiction","Live Action",55.563107
"Nim's Island","Adventure","Fantasy","Live Action",55.963318
"Safe Haven","Drama","Contemporary Fiction","Live Action",73.506838
"Cong cong na nian","Drama","Historical Fiction","Live Action",0.580619
"Forces of Nature","Romantic Comedy","Contemporary Fiction","Live Action",87.161162
"The River Wild","Action","Contemporary Fiction","Live Action",95.156479
"Jin lng sh san chai","Drama","Historical Fiction","Live Action",0.327468
"The Internship","Comedy","Contemporary Fiction","Live Action",45.991509
"Downfall","Drama","Dramatization","Live Action",7.184281
"Lady and the Tramp","Drama","Kids Fiction","Hand Animation",1573.156625
"The Color Purple","Drama","Historical Fiction","Live Action",211.867257
"Speed Racer","Action","Science Fiction","Live Action",51.229255
"Calendar Girls","Comedy","Contemporary Fiction","Live Action",42.078016
"Michael Clayton","Drama","Contemporary Fiction","Live Action",59.15161
"Deuce Bigalow: Male Gigolo","Comedy","Contemporary Fiction","Live Action",106.160376
"House of Flying Daggers","Action","Historical Fiction","Live Action",14.592149
"Syriana","Thriller/Suspense","Contemporary Fiction","Live Action",66.021003
"The Last Song","Drama","Contemporary Fiction","Live Action",66.780062
"Friday the 13th","Horror","Fantasy","Live Action",72.542254
"Gwoemul","Action","Science Fiction","Live Action",2.678793
"I Am Sam","Drama","Contemporary Fiction","Live Action",58.017609
"Four Brothers","Drama","Contemporary Fiction","Live Action",97.259358
"The Family Stone","Comedy","Contemporary Fiction","Live Action",78.043847
"The Skeleton Key","Horror","Contemporary Fiction","Live Action",62.42413
"Secret Window","Thriller/Suspense","Fantasy","Live Action",64.639083
"Tammy","Comedy","Contemporary Fiction","Live Action",86.594597
"No Reservations","Romantic Comedy","Contemporary Fiction","Live Action",52.443867
"White Noise","Drama","Contemporary Fiction","Live Action",72.947898
"Treasure Planet","Adventure","Kids Fiction","Hand Animation",54.640189
"When Harry Met Sally","Romantic Comedy","Contemporary Fiction","Live Action",192.45675
"I Love You, Man","Comedy","Contemporary Fiction","Live Action",80.366522
"Masquerade","Thriller/Suspense","Contemporary Fiction","Live Action",21.672876
"Drag Me To Hell","Horror","Fantasy","Live Action",46.9843
"Get Him to the Greek","Comedy","Contemporary Fiction","Live Action",64.683946
"Season of the Witch","Thriller/Suspense","Fantasy","Live Action",26.204771
"Romeo Must Die","Action","Contemporary Fiction","Live Action",86.919629
"The Purge","Thriller/Suspense","Science Fiction","Live Action",66.376377
"Gwanghae, Wangyidoen namja","Drama","Dramatization","Live Action",0.970033
"Assassination","Thriller/Suspense","Historical Fiction","Live Action",1.904682
"The Karate Kid","Action","Contemporary Fiction","Live Action",226.228043
"White Men Can't Jump","Comedy","Contemporary Fiction","Live Action",138.293944
"Kangaroo Jack","Comedy","Kids Fiction","Live Action",92.615808
"Autumn in New York","Drama","Contemporary Fiction","Live Action",58.625606
"King Kong","Action","Science Fiction","Live Action",52.614445
"Galaxy Quest","Comedy","Science Fiction","Live Action",113.500305
"Madea Goes To Jail","Comedy","Contemporary Fiction","Live Action",101.007302
"The Tale of Despereaux","Adventure","Kids Fiction","Digital Animation",58.950546
"Bring it On","Comedy","Contemporary Fiction","Live Action",106.144565
